Select or drag across time slots to create a new event.,Selecione ou arraste os intervalos de tempo para criar um novo evento.
Select records for assignment,Selecione registros para atribuição
Select records for removing assignment,Selecione registros para remover atribuição
Select two versions to view the diff.,Selecione duas versões para ver a diferença.
Self approval is not allowed,Aprovação própria não é permitida
Send <b>at the earliest</b> this number of minutes before or after the reference datetime. The actual sending may be delayed by up to 5 minutes due to the scheduler's trigger cadence.,Envie <b>no mínimo</b> este número de minutos antes ou depois da data e hora de referência. O envio real pode ser atrasado em até 5 minutos devido à cadência de disparo do agendador.
Send As Raw HTML,Enviar como HTML bruto
Send Email Alert,Enviar alerta por e-mail
Send Email On State,Enviar e-mail no estado
Send Email Print Attachments as PDF (Recommended),Enviar anexos de impressão por e-mail como PDF (recomendado)
Send Email To Creator,Enviar e-mail para o criador
Send Now,Enviar agora
Send alert if datetime matches this field's value,Enviar alerta se a data e hora corresponder ao valor deste campo
Send an email reminder in the morning,Enviar um lembrete por e-mail pela manhã
Send email when document transitions to the state.,Enviar e-mail quando o documento for transferido para o estado.
Send enquiries to this email address,Envie perguntas para este endereço de e-mail
Sender,Remetente
Sender Email,E-mail do remetente
Sender Email Field,Campo de e-mail do remetente
Sender Field should have Email in options,O campo Remetente deve ter Email nas opções
Sender Name,Nome do remetente
Sender Name Field,Campo Nome do Remetente
Sendgrid,Sendgrid
Sending,Enviando
Sent,Enviado
Sent Folder Name,Nome da pasta enviada
Sent On,Enviado em
Sent To,Enviado para
Sent/Received Email,E-mail enviado/recebido
Sequence Id,ID de sequência
Series Updated for {},Série atualizada para {}
Series counter for {} updated to {} successfully,Contador de série para {} atualizado para {} com sucesso
Series {0} already used in {1},Série {0} já usada em {1}
Server Script,Script do Servidor
Server Scripts are disabled. Please enable server scripts from bench configuration.,Os scripts do servidor estão desabilitados. Habilite os scripts do servidor na configuração do bench.
Server Scripts feature is not available on this site.,O recurso Server Scripts não está disponível neste site.
Server error during upload. The file might be corrupted.,Erro no servidor durante o upload. O arquivo pode estar corrompido.
Server failed to process this request because of a concurrent conflicting request. Please try again.,"O servidor não conseguiu processar esta solicitação devido a uma solicitação conflitante simultânea. Por favor, tente novamente."
Server was too busy to process this request. Please try again.,"O servidor estava muito ocupado para processar esta solicitação. Por favor, tente novamente."
Session Default,Padrão de sessão
Session Defaults Saved,Padrões de sessão salvos
Session Expired,Sessão expirada
Session Expiry (idle timeout),Expiração da sessão (tempo limite de inatividade)
Session Expiry must be in format {0},A expiração da sessão deve estar no formato {0}
Set,Definir
Set Banner from Image,Definir banner da imagem
Set Chart,Definir gráfico
"Set Default Options for all charts on this Dashboard (Ex: ""colors"": [""#d1d8dd"", ""#ff5858""])","Definir opções padrão para todos os gráficos neste painel (Ex: ""colors"": [""#d1d8dd"", ""#ff5858""])"
Set Dynamic Filters,Definir filtros dinâmicos
Set Filters,Definir filtros
Set Filters for {0},Definir filtros para {0}
Set Level,Definir nível
Set Limit,Definir limite
Set Naming Series options on your transactions.,Defina opções de série de nomes em suas transações.
Set Number of Backups,Definir número de backups
Set Permissions,Definir permissões
Set Properties,Definir propriedades
Set Quantity,Definir quantidade
Set as Default,Definir como padrão
Set as Default Theme,Definir como tema padrão
Set by user,Definido pelo usuário
Set dynamic filter values in JavaScript for the required fields here.,Defina valores de filtro dinâmico em JavaScript para os campos obrigatórios aqui.
Set non-standard precision for a Float or Currency field,Definir precisão fora do padrão para um campo flutuante ou de moeda
"Set non-standard precision for a Float, Currency or Percent field","Definir precisão fora do padrão para campos flutuantes, de moeda ou de porcentagem"
Set only once,Definir apenas uma vez
Set size in MB,Definir tamanho em MB
"Set the filters here. For example:|||<pre class=""small text-muted""><code>|||[{|||	fieldname: ""company"",|||	label: __(""Company""),|||	fieldtype: ""Link"",|||	options: ""Company"",|||	default: frappe.defaults.get_user_default(""Company""),|||	reqd: 1|||},|||{|||	fieldname: ""account"",|||	label: __(""Account""),|||	fieldtype: ""Link"",|||	options: ""Account"",|||	reqd: 1|||}]|||</code></pre>","Defina os filtros aqui. Por exemplo:|||<pre class=""small text-muted""><code>|||[{||| nome do campo: ""empresa"",||| rótulo: __(""Empresa""),||| tipo de campo: ""Link"",||| opções: ""Empresa"",||| padrão: frappe.defaults.get_user_default(""Empresa""),||| reqd: 1|||},|||{||| nome do campo: ""conta"",||| rótulo: __(""Conta""),||| tipo de campo: ""Link"",||| opções: ""Conta"",||| reqd: 1|||}]|||</code></pre>"
"Set the path to a whitelisted function that will return the data for the number card in the format:||||||<pre class=""small text-muted""><code>|||{|||	""value"": value,|||	""fieldtype"": ""Currency"",|||	""route_options"": {""from_date"": ""2023-05-23""},|||	""route"": [""query-report"", ""Permitted Documents For User""]|||}</code></pre>","Defina o caminho para uma função na lista de permissões que retornará os dados do cartão numérico no formato:||||||<pre class=""small text-muted""><code>|||{||| ""value"": value,||| ""fieldtype"": ""Currency"",||| ""route_options"": {""from_date"": ""2023-05-23""},||| ""route"": [""query-report"", ""Documentos permitidos para o usuário""]|||}</code></pre>"
Setting,Contexto
Setting this Address Template as default as there is no other default,"Definir este modelo de endereço como padrão, pois não há outro padrão"
Setting up Global Search documents.,Configurando documentos de Pesquisa Global.
Setting up your system,Configurando seu sistema
Settings for Contact Us Page,Configurações da página Fale conosco
Settings for the About Us Page,Configurações para a página Sobre nós
Setup > Customize Form,Configuração > Personalizar formulário
Setup > User,Configuração > Usuário
Setup > User Permissions,Configuração > Permissões do usuário
Setup Auto Email,Configurar e-mail automático
Setup Complete,Configuração concluída
Setup Series for transactions,Série de configuração para transações
Setup Wizard,Assistente de configuração
Setup failed,Falha na configuração
Share With,Compartilhar com
Share this document with,Compartilhe este documento com
Share {0} with,Compartilhar {0} com
Shared with the following Users with Read access:{0},Compartilhado com os seguintes usuários com acesso de leitura:{0}
Shipping Address,Endereço para envio
Short keyboard patterns are easy to guess,Padrões curtos de teclado são fáceis de adivinhar
Show Absolute Values,Mostrar valores absolutos
Show All,Mostrar tudo
Show Arrow,Mostrar seta
Show Auth Server Metadata,Mostrar metadados do servidor de autenticação
Show Calendar,Mostrar calendário
Show Currency Symbol on Right Side,Mostrar símbolo de moeda no lado direito
Show Dashboard,Mostrar painel
Show Description on Click,Mostrar descrição ao clicar
Show Document,Mostrar documento
Show Error,Mostrar erro
Show External Link Warning,Mostrar aviso de link externo
Show Fieldname (click to copy on clipboard),Mostrar nome do campo (clique para copiar na área de transferência)
Show First Document Tour,Mostrar primeiro tour de documentos
Show Form Tour,Mostrar tour pelo formulário
Show Full Number,Mostrar número completo
Show Keyboard Shortcuts,Mostrar atalhos de teclado
Show Labels,Mostrar rótulos
Show Language Picker,Mostrar seletor de idioma
Show Only Failed Logs,Mostrar apenas registros com falha
Show Permissions,Mostrar permissões
Show Preview,Mostrar visualização
Show Preview Popup,Mostrar pop-up de visualização
Show Protected Resource Metadata,Mostrar metadados de recursos protegidos
Show Related Errors,Mostrar erros relacionados
Show Report,Mostrar relatório
Show Sidebar,Mostrar barra lateral
Show Social Login Key as Authorization Server,Mostrar chave de login social como servidor de autorização
Show Title in Link Fields,Mostrar título em campos de link
Show Totals,Mostrar totais
Show Tour,Mostrar tour
Show Traceback,Mostrar rastreamento
Show Values over Chart,Mostrar valores no gráfico
Show Warnings,Mostrar avisos
Show Weekends,Mostrar fins de semana
Show account deletion link in My Account page,Mostrar link de exclusão de conta na página Minha conta
Show all activity,Mostrar todas as atividades
Show as cc,Mostrar como cc
Show attachments,Mostrar anexos
Show footer on login,Mostrar rodapé no login
Show in Resource Metadata,Mostrar nos metadados do recurso
Show link to document,Mostrar link para documento
Show list,Mostrar lista
Show more details,Mostrar mais detalhes
Show on Timeline,Mostrar na linha do tempo
Show sidebar,Mostrar barra lateral
"Show title in browser window as ""Prefix - title""","Mostrar o título na janela do navegador como ""Prefixo - título"""
Show {0} List,Mostrar lista {0}
Showing only Numeric fields from Report,Mostrando apenas campos numéricos do relatório
Showing only first {0} rows out of {1},Mostrando apenas as primeiras {0} linhas de {1}
Sidebar Item Group,Grupo de itens da barra lateral
Sidebar Item Group Link,Link do grupo de itens da barra lateral
Sidebar and Comments,Barra lateral e comentários
Sign Out,Sair
Sign Up and Confirmation,Inscrição e confirmação
Sign Up is disabled,A inscrição está desativada
Sign up,Inscrever-se
Sign ups,Inscrições
Signup Disabled,Inscrição desativada
Signups have been disabled for this website.,As inscrições foram desativadas para este site.
"Simple Python Expression, Example: <code class=""language-python"">status == ""Invalid""</code>","Expressão Python simples, exemplo: <code class=""language-python"">status == ""Inválido""</code>"
"Simple Python Expression, Example: <code class=""language-python"">status == 'Open' and issue_type == 'Bug'</code>","Expressão Python simples, exemplo: <code class=""language-python"">status == 'Open' e issue_type == 'Bug'</code>"
"Simple Python Expression, Example: <code class=""language-python"">status in (""Closed"", ""Cancelled"")</code>","Expressão Python simples, exemplo: <code class=""language-python"">status in (""Fechado"", ""Cancelado"")</code>"
Single DocTypes cannot be customized.,DocTypes únicos não podem ser personalizados.
Single Types have only one record no tables associated. Values are stored in tabSingles,Os tipos únicos possuem apenas um registro e nenhuma tabela associada. Os valores são armazenados em tabSingles
"Site is running in read only mode for maintenance or site update, this action can not be performed right now. Please try again later.","O site está sendo executado em modo somente leitura para manutenção ou atualização do site. Esta ação não pode ser executada no momento. Por favor, tente novamente mais tarde."
Size,Tamanho
Size exceeds the maximum allowed file size.,O tamanho excede o tamanho máximo de arquivo permitido.
Skip,Pular
Skip All,Pular tudo
Skip Step,Pular etapa
Skipped,Ignorado
Skipping Duplicate Column {0},Ignorando coluna duplicada {0}
Skipping Untitled Column,Ignorando coluna sem título
Skipping column {0},Ignorando coluna {0}
Skipping fixture syncing for doctype {0} from file {1},Ignorando a sincronização do fixture para o tipo de documento {0} do arquivo {1}
"Skipping {0} of {1}, {2}","Ignorando {0} de {1}, {2}"
Skype,Skype
Slack Webhook Error,Erro de webhook do Slack
Slack Webhook URL,URL do webhook do Slack
Slideshow,Apresentação de slides
Slideshow Items,Itens da apresentação de slides
Slideshow Name,Nome da apresentação de slides
Slideshow like display for the website,Apresentação de slides como exibição para o site
Slug,Slug
Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Menor unidade de fração circulante (moeda). Por exemplo 1 centavo para USD e deve ser inserido como 0,01"
Snippet and more variables:  {0},Snippet e mais variáveis: {0}
Social Link Settings,Configurações de links sociais
Social Link Type,Tipo de link social
SocketIO Ping Check,Verificação de ping do SocketIO
Soft-Bounced,Soft-Bounce
Software ID,ID do software
Software Version,Versão do software
Solid,Sólido
Some columns might get cut off when printing to PDF. Try to keep number of columns under 10.,Algumas colunas podem ser cortadas durante a impressão em PDF. Tente manter o número de colunas abaixo de 10.
"Some mailboxes require a different Sent Folder Name e.g. ""INBOX.Sent""","Algumas caixas de correio exigem um Nome da Pasta de Enviados diferente, por exemplo, ""INBOX.Sent"""
Some of the features might not work in your browser. Please update your browser to the latest version.,Alguns dos recursos podem não funcionar no seu navegador. Atualize seu navegador para a versão mais recente.
Something went wrong,Algo deu errado
Something went wrong during the token generation. Click on {0} to generate a new one.,Algo deu errado durante a geração do token. Clique em {0} para gerar um novo.
Something went wrong.,Algo deu errado.
Sorry! I could not find what you were looking for.,Desculpe! Não consegui encontrar o que você procurava.
Sorry! You are not permitted to view this page.,Desculpe! Você não tem permissão para visualizar esta página.
Sort Ascending,Classificar em ordem crescente
Sort Descending,Classificar em ordem decrescente
Sort Options,Opções de classificação
Sort field {0} must be a valid fieldname,O campo de classificação {0} deve ser um nome de campo válido
Source,Fonte
Source Code,Código Fonte
Source Name,Nome da fonte
Source Text,Texto Fonte
Spacer,Espaçador
Spam,Spam
SparkPost,SparkPost
Spawns actions in a background job,Gera ações em um trabalho em segundo plano
Special Characters are not allowed,Caracteres especiais não são permitidos
"Special Characters except '-', '#', '.', '/', '{{' and '}}' not allowed in naming series {0}","Caracteres especiais, exceto '-', '#', '.', '/', '{{' e '}}' não permitidos na nomenclatura da série {0}"
"Specify a custom timeout, default timeout is 1500 seconds","Especifique um tempo limite personalizado, o tempo limite padrão é 1.500 segundos"
"Specify the domains or origins that are permitted to embed this form. Enter one domain per line (e.g., https://example.com). If no domains are specified, the form can only be embedded on the same origin.","Especifique os domínios ou origens que têm permissão para incorporar este formulário. Insira um domínio por linha (por exemplo, https://example.com). Se nenhum domínio for especificado, o formulário só poderá ser incorporado na mesma origem."
Splash Image,Imagem inicial
Sr,Sr.
Sr No.,Sr. Não.
Stack Trace,Rastreamento de pilha
Standard DocType can not be deleted.,DocType padrão não pode ser excluído.
"Standard DocType cannot have default print format, use Customize Form","DocType padrão não pode ter formato de impressão padrão, use Personalizar formulário"
Standard Not Set,Padrão não definido
Standard Permissions,Permissões padrão
Standard Print Format cannot be updated,O formato de impressão padrão não pode ser atualizado
Standard Print Style cannot be changed. Please duplicate to edit.,O estilo de impressão padrão não pode ser alterado. Duplique para editar.
Standard Reports cannot be deleted,Os relatórios padrão não podem ser excluídos
Standard Reports cannot be edited,Os relatórios padrão não podem ser editados
Standard Sidebar Menu,Menu da barra lateral padrão
"Standard Web Forms can not be modified, duplicate the Web Form instead.","Os formulários da Web padrão não podem ser modificados; em vez disso, duplique o formulário da Web."
Standard rich text editor with controls,Editor de rich text padrão com controles
Standard roles cannot be disabled,As funções padrão não podem ser desativadas
Standard roles cannot be renamed,As funções padrão não podem ser renomeadas
Standard user type {0} can not be deleted.,O tipo de usuário padrão {0} não pode ser excluído.
Start Date,Data de início
Start Import,Iniciar importação
Start Recording,Comece a gravar
Start Time,Hora de início
Start a new discussion,Iniciar uma nova discussão
Start entering data below this line,Comece a inserir dados abaixo desta linha
Start new Format,Iniciar novo formato
StartTLS,IniciarTLS
Started At,Começou em
Starting Frappe ...,Iniciando o Frappé...
State Properties,Propriedades do Estado
Statistics,Estatísticas
Stats,Estatísticas
Status Updated,Status atualizado
Status Updated. The email will be picked up in the next scheduled run.,Status atualizado. O e-mail será coletado na próxima execução agendada.
Status: {0},Estado: {0}
Steps to verify your login,Etapas para verificar seu login
Stop,Parar
Stopped,Parou
Store Attached PDF Document,Armazenar documento PDF anexado
Store the API secret securely. It won't be displayed again.,Armazene o segredo da API com segurança. Não será exibido novamente.
Stores the datetime when the last reset password key was generated.,Armazena a data e hora em que a última chave de redefinição de senha foi gerada.
Straight rows of keys are easy to guess,Linhas retas de teclas são fáceis de adivinhar
Strip EXIF tags from uploaded images,Remova as tags EXIF ​​das imagens enviadas
Strong,Forte
"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange","O estilo representa a cor do botão: Sucesso - Verde, Perigo - Vermelho, Inverso - Preto, Primário - Azul Escuro, Informação - Azul Claro, Aviso - Laranja"
"Sub-currency. For e.g. ""Cent""","Submoeda. Por exemplo ""Centão"""
Subject Field,Campo Assunto
"Subject Field type should be Data, Text, Long Text, Small Text, Text Editor","O tipo de campo de assunto deve ser Dados, Texto, Texto Longo, Texto Pequeno, Editor de Texto"
Submission Queue,Fila de envio
Submit an Issue,Envie um problema
Submit another response,Enviar outra resposta
Submit button label,Enviar rótulo do botão
Submit on Creation,Enviar na criação
Submit this document to complete this step.,Envie este documento para concluir esta etapa.
Submit this document to confirm,Envie este documento para confirmar
Submit {0} documents?,Enviar documentos {0}?
Submitted,Enviado
Submitted Document cannot be converted back to draft. Transition row {0},O documento enviado não pode ser convertido novamente em rascunho. Linha de transição {0}
Submitted document cannot be converted back to draft while transitioning from <b>{0} State</b> to <b>{1} State</b>,O documento enviado não pode ser convertido novamente em rascunho durante a transição de <b>{0} Estado</b> para <b>{1} Estado</b>
Submitting,Enviando
Submitting {0},Enviando {0}
Subtle,Sutil
Success Action,Ação de sucesso
Success URI,URI de sucesso
Success message,Mensagem de sucesso
Success title,Título de sucesso
Successful Job Count,Contagem de trabalhos bem-sucedidos
Successful Transactions,Transações bem-sucedidas
Successful: {0} to {1},Bem-sucedido: {0} a {1}
Successfully Updated,Atualizado com sucesso
Successfully imported {0},{0} importado com sucesso
Successfully imported {0} out of {1} records.,{0} importado com sucesso dos registros {1}.
Successfully reset onboarding status for all users.,Redefinição do status de integração para todos os usuários.
Successfully signed out,Desconectado com sucesso
Successfully updated translations,Traduções atualizadas com sucesso
Successfully updated {0},{0} atualizado com sucesso
Successfully updated {0} out of {1} records.,{0} atualizado com sucesso dos registros {1}.
Suggest Optimizations,Sugerir otimizações
Suggested Indexes,Índices sugeridos
Suggested Username: {0},Nome de usuário sugerido: {0}
Sum,Soma
Sum of {0},Soma de {0}
Summary,Resumo
"Support without complexity, lock-in and per-user costs. Try it for free!","Suporte sem complexidade, dependência e custos por usuário. Experimente gratuitamente!"
Suspend Sending,Suspender envio
Switch Theme,Mudar tema
Switch To Desk,Ir para o Desk
Switch to Frappe CRM,Ir para o Frappe CRM
Switch to Helpdesk,Mudar para o suporte técnico
Switching Camera,Trocando de câmera
Sync Calendar,Sincronizar calendário
Sync Contacts,Sincronizar contatos
Sync events from Google as public,Sincronizar eventos do Google como públicos
Sync on Migrate,Sincronizar na migração
"Sync token was invalid and has been reset, Retry syncing.",O token de sincronização era inválido e foi redefinido. Tente sincronizar novamente.
Sync {0} Fields,Sincronizar campos {0}
Synced Fields,Campos sincronizados
Syncing,Sincronizando
Syncing {0} of {1},Sincronizando {0} de {1}
Syntax Error,Erro de sintaxe
System Generated Fields can not be renamed,Os campos gerados pelo sistema não podem ser renomeados
System Health,Saúde do sistema
System Health Report Errors,Erros do relatório de integridade do sistema
System Health Report Failing Jobs,Trabalhos com falha no relatório de integridade do sistema
System Health Report Queue,Fila de relatórios de integridade do sistema
System Health Report Tables,Tabelas de relatório de integridade do sistema
System Health Report Workers,Trabalhadores do Relatório de Saúde do Sistema
System Manager,Gerente do Sistema
System Manager privileges required.,São necessários privilégios de gerente do sistema.
TOS URI,URI dos Termos de Serviço
Tab,Guia
Tab Break,Quebra de tabulação
Tab Label,Etiqueta da guia
Table Field,Campo da tabela
Table Fieldname,Nome do campo da tabela
Table Fieldname Missing,Nome do campo da tabela ausente
Table MultiSelect,Seleção múltipla de tabela
"Table MultiSelect requires a table with at least one Link field, but none was found in {0}","Table MultiSelect requer uma tabela com pelo menos um campo Link, mas nenhum foi encontrado em {0}"
Table Trimmed,Tabela aparada
Table updated,Tabela atualizada
Table {0} cannot be empty,A tabela {0} não pode ficar vazia
Tabloid,Tablóide
Tag,Marcação
Tag Link,Link da etiqueta
Target,Alvo
Task,Tarefa
Team Members Subtitle,Legenda dos membros da equipe
Telemetry,Telemetria
Template Error,Erro de modelo
Template File,Arquivo de modelo
Templates,Modelos
Temporarily Disabled,Temporariamente desativado
Test Data,Dados de teste
Test Job ID,ID do trabalho de teste
Test Spanish,Teste espanhol
Test_Folder,Pasta_teste
Text Content,Conteúdo de texto
Thank you,Obrigado
Thank you for reaching out to us. We will get back to you at the earliest.|||||||||Your query:||||||{0},Obrigado por entrar em contato conosco. Entraremos em contato com você o mais breve possível.|||||||||Sua consulta:||||||{0}
Thank you for spending your valuable time to fill this form,Obrigado por gastar seu valioso tempo preenchendo este formulário
Thank you for your email,Obrigado pelo seu e-mail
Thank you for your feedback!,Obrigado pelo seu feedback!
Thank you for your message,Obrigado pela sua mensagem
Thanks,Obrigado
The Auto Repeat for this document has been disabled.,A repetição automática deste documento foi desativada.
The CSV format is case sensitive,O formato CSV diferencia maiúsculas de minúsculas
"The Client ID obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credentials""|||</a>","O ID do cliente obtido no Console do Google Cloud em <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs e serviços"" &gt; ""Credenciais""|||</a>"
The Condition '{0}' is invalid,A condição '{0}' é inválida
The File URL you've entered is incorrect,O URL do arquivo que você inseriu está incorreto
The Next Scheduled Date cannot be later than the End Date.,A Próxima Data Agendada não pode ser posterior à Data Final.
The Push Relay Server URL key (`push_relay_server_url`) is missing in your site config,A chave de URL do Push Relay Server (`push_relay_server_url`) está faltando na configuração do seu site
The User record for this request has been auto-deleted due to inactivity by system admins.,O registro do usuário para esta solicitação foi excluído automaticamente devido à inatividade dos administradores do sistema.
"The application has been updated to a new version, please refresh this page","O aplicativo foi atualizado para uma nova versão, atualize esta página"
The application name will be used in the Login page.,O nome do aplicativo será usado na página de Login.
The attachments could not be correctly linked to the new document,Os anexos não puderam ser vinculados corretamente ao novo documento
"The browser API key obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credentials""|||</a>","A chave de API do navegador obtida no Console do Google Cloud em <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Serviços"" &gt; ""Credenciais""|||</a>"
The changes have been reverted.,As alterações foram revertidas.
The column {0} has {1} different date formats. Automatically setting {2} as the default format as it is the most common. Please change other values in this column to this format.,"A coluna {0} possui {1} diferentes formatos de data. Definir automaticamente {2} como formato padrão, pois é o mais comum. Altere outros valores nesta coluna para este formato."
The comment cannot be empty,O comentário não pode ficar vazio
The configured SMTP server does not support DSN (Delivery Status Notification).,O servidor SMTP configurado não suporta DSN (Delivery Status Notification).
The contents of this email are strictly confidential. Please do not forward this email to anyone.,"O conteúdo deste e-mail é estritamente confidencial. Por favor, não encaminhe este e-mail para ninguém."
The count shown is an estimated count. Click here to see the accurate count.,A contagem mostrada é uma contagem estimada. Clique aqui para ver a contagem precisa.
The country's ISO 3166 ALPHA-2 code.,O código ISO 3166 ALPHA-2 do país.
The document could not be correctly assigned,O documento não pôde ser atribuído corretamente
The document has been assigned to {0},O documento foi atribuído a {0}
"The document type selected is a child table, so the parent document type is required.","O tipo de documento selecionado é uma tabela filha, portanto o tipo de documento pai é obrigatório."
The email button is enabled for the user in the document.,O botão de e-mail está habilitado para o usuário no documento.
The field {0} in {1} does not allow ignoring user permissions,O campo {0} em {1} não permite ignorar as permissões do usuário
The field {0} in {1} links to {2} and not {3},O campo {0} em {1} está vinculado a {2} e não a {3}
The field {0} is mandatory,O campo {0} é obrigatório
The fieldname you've specified in Attached To Field is invalid,O nome do campo que você especificou em Anexado ao campo é inválido
The following Assignment Days have been repeated: {0},Os seguintes Dias de Atribuição foram repetidos: {0}
The following Header Script will add the current date to an element in 'Header HTML' with class 'header-content',O seguinte script de cabeçalho adicionará a data atual a um elemento em 'Header HTML' com a classe 'header-content'
The following configured IMAP folder(s) were not found or are not accessible on the server:<br><ul>{0}</ul>Please verify the folder names exactly as they appear on the server and ensure the account has access to them.,As seguintes pastas IMAP configuradas não foram encontradas ou não estão acessíveis no servidor:<br><ul>{0}</ul>Verifique os nomes das pastas exatamente como aparecem no servidor e certifique-se de que a conta tenha acesso a eles.
The following values are invalid: {0}. Values must be one of {1},Os seguintes valores são inválidos: {0}. Os valores devem ser um de {1}
The following values do not exist for {0}: {1},Os seguintes valores não existem para {0}: {1}
The limit has not set for the user type {0} in the site config file.,O limite não foi definido para o tipo de usuário {0} no arquivo de configuração do site.
The link will expire in {0} minutes,O link expirará em {0} minutos
The link you trying to login is invalid or expired.,O link que você está tentando fazer login é inválido ou expirou.
"The meta description is an HTML attribute that provides a brief summary of a web page. Search engines such as Google often display the meta description in search results, which can influence click-through rates.","A meta descrição é um atributo HTML que fornece um breve resumo de uma página web. Mecanismos de pesquisa como o Google geralmente exibem a meta descrição nos resultados da pesquisa, o que pode influenciar as taxas de cliques."
"The meta image is unique image representing the content of the page. Images for this Card should be at least 280px in width, and at least 150px in height.",A metaimagem é uma imagem única que representa o conteúdo da página. As imagens deste cartão devem ter pelo menos 280px de largura e pelo menos 150px de altura.
The next tour will start from where the user left off.,O próximo tour começará de onde o usuário parou.
The number of seconds until the request expires,O número de segundos até que a solicitação expire
The password of your account has expired.,A senha da sua conta expirou.
The print button is enabled for the user in the document.,O botão imprimir está habilitado para o usuário no documento.
The process for deletion of {0} data associated with {1} has been initiated.,O processo de exclusão dos dados {0} associados a {1} foi iniciado.
"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">|||""IAM &amp; Admin"" &gt; ""Settings""|||</a>","O número do projeto obtido no Console do Google Cloud em <a href=""https://console.cloud.google.com/iam-admin/settings"">|||""IAM &amp; Admin"" &gt; ""Configurações""|||</a>"
The report you requested has been generated.<br><br>Click here to download:<br><a href='{0}'>{0}</a><br><br>This link will expire in {1} hours.,O relatório solicitado foi gerado.<br><br>Clique aqui para baixar:<br><a href='{0}'>{0}</a><br><br>Este link expirará em {1} horas.
The reset password link has been expired,O link de redefinição de senha expirou
The resource you are looking for is not available,O recurso que você procura não está disponível
The role {0} should be a custom role.,A função {0} deve ser uma função personalizada.
The selected document {0} is not a {1}.,O documento selecionado {0} não é um {1}.
The system is being updated. Please refresh again after a few moments.,O sistema está sendo atualizado. Atualize novamente após alguns instantes.
The system provides many pre-defined roles. You can add new roles to set finer permissions.,O sistema fornece muitas funções predefinidas. Você pode adicionar novas funções para definir permissões mais refinadas.
The total number of user document types limit has been crossed.,O limite do número total de tipos de documentos do usuário foi ultrapassado.
The user can create a new Item but cannot edit existing items.,"O usuário pode criar um novo item, mas não pode editar itens existentes."
The user can delete Draft / Cancelled documents.,O usuário pode excluir documentos Rascunhos/Cancelados.
The user can export report data.,O usuário pode exportar dados do relatório.
The user can import new records or update existing data for the document.,O usuário pode importar novos registros ou atualizar dados existentes para o documento.
The user can select a Customer in Sales Order but cannot open the Customer master.,"O usuário pode selecionar um Cliente no Pedido de Venda, mas não pode abrir o cadastro de Clientes."
The user can share document access with another user.,O usuário pode compartilhar o acesso ao documento com outro usuário.
