You removed 1 row from {0},Você removeu 1 linha de {0}
You removed attachment {0},Você removeu o anexo {0}
You removed {0} rows from {1},Você removeu {0} linhas de {1}
You seem good to go!,Parece que está tudo certo para continuar!
You seem to have written your name instead of your email. Please enter a valid email address so that we can get back.,Parece que você digitou seu nome em vez do e-mail. Informe um endereço de e-mail válido para que possamos retornar.
You selected Draft or Cancelled documents,Você selecionou documentos em Rascunho ou Cancelados
You submitted this document,Vocea enviou este documento
You submitted this document {0},Vocea enviou este documento {0}
You unfollowed this document,Vocea deixou de seguir este documento
You viewed this,Vocea visualizou isso
You will be redirected to:,Você será redirecionado para:
You've been invited to join {0},Você foi convidado para participar de {0}
You've been invited to join {0}.,Você foi convidado para participar de {0}.
You've logged in as another user from another tab. Refresh this page to continue using system.,Você entrou como outro usuário em outra aba. Atualize esta página para continuar usando o sistema.
YouTube,YouTube
Your CSV file is being generated and will appear in the Attachments section once ready. Additionally, you will get notified when the file is available for download.,Seu arquivo CSV está sendo gerado e aparecerá na seção de Anexos quando estiver pronto. Além disso, você será notificado quando o arquivo estiver disponível para download.
Your Country,Seu País
Your Language,Seu Idioma
Your Name,Seu Nome
Your PDF is ready for download,Seu PDF está pronto para download
Your Shortcuts,Seus Atalhos
Your account has been deleted,Sua conta foi excluída
Your account has been locked and will resume after {0} seconds,Sua conta foi bloqueada e será reativada após {0} segundos
Your browser does not support the audio element.,Seu navegador não oferece suporte ao elemento de áudio.
Your browser does not support the video element.,Seu navegador não oferece suporte ao elemento de vídeo.
Your connection request to Google Calendar was successfully accepted,Sua solicitação de conexão ao Google Calendar foi aceita com sucesso
Your email address,Seu endereço de e-mail
Your exported report: {0},Seu relatório exportado: {0}
Your form has been successfully updated,Seu formulário foi atualizado com sucesso
Your invitation to join {0} has been cancelled by the site administrator.,Seu convite para participar de {0} foi cancelado pelo administrador do site.
Your invitation to join {0} has expired.,Seu convite para participar de {0} expirou.
Your login id is,Seu identificador de login é
Your old password is incorrect.,Sua senha antiga está incorreta.
Your organization name and address for the email footer.,Nome e endereço da sua organização para o rodapé do e-mail.
Your query has been received. We will reply back shortly. If you have any additional information, please reply to this mail.,Sua solicitação foi recebida. Responderemos em breve. Se tiver informações adicionais, responda a este e-mail.
Your report is being generated in the background. You will receive an email on {0} with a download link once it is ready.,Seu relatório está sendo gerado em segundo plano. Você receberá um e-mail em {0} com o link para download assim que estiver pronto.
Your session has expired, please login again to continue.,Sua sessão expirou. Faça login novamente para continuar.
Your verification code is {0},Seu código de verificação é {0}
Zero,Zero
[Action taken by {0}],[Ação realizada por {0}]
← Back to upload files,← Voltar para envio de arquivos
and,e
by Role,por Função
calendar,calendário
cancel,Cancelar
canceled,Cancelado
chrome,chrome
clear,Limpar
commented,comentou
completed,concluído
create,Criar
cyan,ciano
darkgrey,cinza escuro
dashboard,Painel
dd-mm-yyyy,dd-mm-aaaa
dd.mm.yyyy,dd.mm.aaaa
deferred,adiado
delete,Excluir
e.g.:,ex.:
emacs,emacs
email,e-mail
email inbox,Caixa de entrada de e-mail
empty,vazio
esc,esc
export,Exportar
facebook,Facebook
failed,Falhou
gray,cinza
grey,cinza
gzip not found in PATH! This is required to take a backup.,gzip não encontrado no PATH! Isso é necessário para gerar um backup.
here,aqui
hub,hub
import,Importar
inverted,invertido
is disabled,está desativado
is enabled,está ativado
label,Rótulo
light-blue,azul claro
linkedin,LinkedIn
logged in,conectado
merged {0} into {1},mesclou {0} em {1}
mm-dd-yyyy,mm-dd-aaaa
none,nenhum
notified,notificado
of,de
on,em
pink,rosa
plain,simples
queued,na fila
read,Ler
removed,removido
report,Relatório
restored {0} as {1},restaurou {0} como {1}
row,linha
rows,linhas
scheduled,agendado
select,Selecionar
since last month,desde o mês passado
since last week,desde a semana passada
since last year,desde o ano passado
started,iniciado
starting the setup...,iniciando a configuração...
steps completed,etapas concluídas
"string value, i.e. group","valor de texto, ex.: grupo"
"string value, i.e. member","valor de texto, ex.: membro"
"string value, i.e. {0} or uid={0},ou=users,dc=example,dc=com","valor de texto, ex.: {0} ou uid={0},ou=users,dc=example,dc=com"
submit,Enviar
this form,este formulário
this shouldn't break,isso não deve falhar
twitter,Twitter
updated to {0},atualizado para {0}
via Assignment Rule,via Regra de Atribuição
via Auto Repeat,via Repetição Automática
via Data Import,via Importação de Dados
via Google Meet,via Google Meet
via Notification,via Notificação
via {0},via {0}
vim,vim
vscode,VS Code
wants to access the following details from your account,deseja acessar os seguintes dados da sua conta
when clicked on element it will focus popover if present.,ao clicar no elemento, o foco irá para o popover, se existir.
wkhtmltopdf,wkhtmltopdf
wkhtmltopdf 0.12.x (with patched qt).,wkhtmltopdf 0.12.x (com qt corrigido).
{0} ({1}),{0} ({1})
{0} ({1}) (1 row mandatory),{0} ({1}) (1 linha obrigatória)
{0} ({1}) - {2}%,{0} ({1}) - {2}%
{0} = {1},{0} = {1}
{0} Chart,Gráfico de {0}
{0} Dashboard,Painel de {0}
{0} Google Calendar Events synced.,Eventos do Google Calendar de {0} sincronizados.
{0} Google Contacts synced.,Contatos do Google de {0} sincronizados.
{0} Liked,{0} curtiu
{0} List,Lista de {0}
{0} List View Settings,Configurações da Visualização em Lista de {0}
{0} Map,Mapa de {0}
{0} Name,Nome de {0}
{0} Not allowed to change {1} after submission from {2} to {3},Não é permitido alterar {1} após o envio de {2} para {3}
{0} Report,Relatório de {0}
{0} Reports,Relatórios de {0}
{0} Settings,Configurações de {0}
{0} Tree,Árvore de {0}
{0} Web page views,Visualizações de página web de {0}
{0} added,{0} adicionado
{0} added 1 row to {1},{0} adicionou 1 linha em {1}
{0} added {1} rows to {2},{0} adicionou {1} linhas em {2}
{0} already exists. Select another name,{0} já existe. Selecione outro nome
{0} already unsubscribed,{0} já cancelou a inscrição
{0} already unsubscribed for {1} {2},{0} já cancelou a inscrição para {1} {2}
{0} are currently {1},{0} estão atualmente {1}
{0} are required,{0} são obrigatórios
{0} assigned a new task {1} {2} to you,{0} atribuiu uma nova tarefa {1} {2} a você
{0} assigned {1}: {2},{0} atribuiu {1}: {2}
{0} attached {1},{0} anexou {1}
{0} can not be more than {1},{0} não pode ser maior que {1}
{0} cancelled this document,{0} cancelou este documento
{0} cancelled this document {1},{0} cancelou este documento {1}
{0} cannot be amended because it is not cancelled. Please cancel the document before creating an amendment.,{0} não pode ser alterado por aditivo porque não está cancelado. Cancele o documento antes de criar um aditivo.
{0} cannot be hidden and mandatory without any default value,{0} não pode ficar oculto e obrigatório sem valor padrão
{0} changed the value of {1},{0} alterou o valor de {1}
{0} changed the value of {1} {2},{0} alterou o valor de {1} {2}
{0} changed the values for {1},{0} alterou os valores de {1}
{0} changed the values for {1} {2},{0} alterou os valores de {1} {2}
{0} changed {1} to {2},{0} alterou {1} para {2}
"{0} contains an invalid Fetch From expression, Fetch From can't be self-referential.",{0} contém uma expressão Fetch From inválida. Fetch From não pode ser autorreferente.
{0} contains {1},{0} contém {1}
{0} created this,{0} criou isto
{0} created this document {1},{0} criou este documento {1}
{0} does not contain {1},{0} não contém {1}
{0} does not exist in row {1},{0} não existe na linha {1}
{0} equals {1},{0} é igual a {1}
"{0} field cannot be set as unique in {1}, as there are non-unique existing values","o campo {0} não pode ser definido como único em {1}, pois existem valores já existentes não únicos"
{0} format could not be determined from the values in this column. Defaulting to {1}.,Não foi possível determinar o formato de {0} com base nos valores desta coluna. Usando {1} como padrão.
{0} from {1} to {2},{0} de {1} para {2}
{0} from {1} to {2} in row #{3},{0} de {1} para {2} na linha #{3}
{0} has already assigned default value for {1}.,{0} já atribuiu valor padrão para {1}.
{0} has invalid backtick notation: {1},{0} tem notação de crase inválida: {1}
{0} has left the conversation in {1} {2},{0} saiu da conversa em {1} {2}
{0} if you are not redirected within {1} seconds,{0} se você não for redirecionado em {1} segundos
{0} in row {1} cannot have both URL and child items,{0} na linha {1} não pode ter URL e itens filhos ao mesmo tempo
{0} is a descendant of {1},{0} é descendente de {1}
{0} is a not a valid zip file,{0} não é um arquivo zip válido
{0} is after {1},{0} é depois de {1}
{0} is an ancestor of {1},{0} é ancestral de {1}
{0} is an invalid Data field.,{0} é um campo Data inválido.
{0} is an invalid email address in 'Recipients',{0} é um endereço de e-mail inválido em 'Destinatários'
{0} is before {1},{0} é antes de {1}
{0} is between {1},{0} está entre {1}
{0} is between {1} and {2},{0} está entre {1} e {2}
{0} is currently {1},{0} está atualmente {1}
{0} is disabled,{0} está desativado
{0} is enabled,{0} está ativado
{0} is equal to {1},{0} é igual a {1}
{0} is greater than or equal to {1},{0} é maior ou igual a {1}
{0} is greater than {1},{0} é maior que {1}
{0} is less than or equal to {1},{0} é menor ou igual a {1}
{0} is less than {1},{0} é menor que {1}
{0} is like {1},{0} é como {1}
{0} is not a descendant of {1},{0} não é descendente de {1}
{0} is not a field of doctype {1},{0} não é um campo do doctype {1}
{0} is not a raw printing format.,{0} não é um formato de impressão bruto.
{0} is not a valid Calendar. Redirecting to default Calendar.,{0} não é um Calendário válido. Redirecionando para o Calendário padrão.
{0} is not a valid Cron expression.,{0} não é uma expressão Cron válida.
{0} is not a valid DocType for Dynamic Link,{0} não é um DocType válido para Link Dinâmico
{0} is not a valid Email Address,{0} não é um Endereço de E-mail válido
{0} is not a valid ISO 3166 ALPHA-2 code.,{0} não é um código ISO 3166 ALPHA-2 válido.
{0} is not a valid Name,{0} não é um Nome válido
{0} is not a valid parent DocType for {1},{0} não é um DocType pai válido para {1}
{0} is not a valid parentfield for {1},{0} não é um parentfield válido para {1}
{0} is not a zip file,{0} não é um arquivo zip
{0} is not an allowed role for {1},{0} não é uma função permitida para {1}
{0} is not an ancestor of {1},{0} não é ancestral de {1}
{0} is not equal to {1},{0} não é igual a {1}
{0} is not like {1},{0} não é como {1}
{0} is not one of {1},{0} não é um entre {1}
{0} is not set,{0} não está definido
{0} is now default print format for {1} doctype,{0} agora é o formato de impressão padrão para o doctype {1}
{0} is on or after {1},{0} está em ou após {1}
{0} is on or before {1},{0} está em ou antes de {1}
{0} is one of {1},{0} é um entre {1}
{0} is set,{0} está definido
{0} is within {1},{0} está dentro de {1}
{0} is {1},{0} é {1}
{0} just impersonated as you. They gave this reason: {1},{0} acabou de se passar por você. Motivo informado: {1}
{0} last edited this,{0} editou isto por último
{0} logged in,{0} conectou-se
{0} logged out: {1},{0} saiu do sistema: {1}
{0} must be beginning with '{1}',{0} deve começar com '{1}'
{0} must be equal to '{1}',{0} deve ser igual a '{1}'
{0} must be none of {1},{0} não pode ser nenhum de {1}
{0} must be {1} {2},{0} deve ser {1} {2}
{0} must begin and end with a letter and can only contain letters, hyphen or underscore.,{0} deve começar e terminar com uma letra e pode conter apenas letras, hífen ou sublinhado.
{0} of {1} ({2} rows with children),{0} de {1} ({2} linhas com itens filhos)
{0} of {1} records match (filtered on visible rows only),{0} de {1} registros correspondem (filtrado apenas nas linhas visíveis)
{0} only.,Apenas {0}.
{0} records are not automatically deleted.,Os registros de {0} não são excluídos automaticamente.
{0} records are retained for {1} days.,Os registros de {0} são mantidos por {1} dias.
{0} removed 1 row from {1},{0} removeu 1 linha de {1}
{0} removed attachment {1},{0} removeu o anexo {1}
{0} removed their assignment.,{0} removeu sua atribuição.
{0} removed {1} rows from {2},{0} removeu {1} linhas de {2}
{0} restricted document,{0} restringiu o documento
{0} restricted documents,{0} restringiu os documentos
{0} role does not have permission on any doctype,a função {0} não tem permissão em nenhum doctype
{0} rows from {1},{0} linhas de {1}
{0} rows to {1},{0} linhas para {1}
{0} self assigned this task: {1},{0} autoatribuiu esta tarefa: {1}
{0} shared a document {1} {2} with you,{0} compartilhou um documento {1} {2} com você
{0} shared this document with everyone,{0} compartilhou este documento com todos
{0} should be indexed because it's referred in dashboard connections,{0} deve ser indexado porque é referenciado nas conexões do painel
{0} should not be same as {1},{0} não deve ser igual a {1}
{0} submitted this document,{0} enviou este documento
{0} submitted this document {1},{0} enviou este documento {1}
{0} subscribers added,{0} inscritos adicionados
{0} to stop receiving emails of this type,{0} para parar de receber e-mails deste tipo
{0} to {1},{0} para {1}
{0} un-shared this document with {1},{0} removeu o compartilhamento deste documento com {1}
{0} updated,{0} atualizado
{0} values selected,{0} valores selecionados
{0} viewed this,{0} visualizou isto
{0} with the role <strong>{1}</strong>,{0} com a função <strong>{1}</strong>
{0} {1} added to Dashboard {2},{0} {1} adicionado ao Painel {2}
{0} {1} cannot be "{2}". It should be one of "{3}",{0} {1} não pode ser "{2}". Deve ser um entre "{3}"
{0} {1} cannot be a leaf node as it has children,{0} {1} não pode ser um nó folha porque possui filhos
{0} {1} does not exist, select a new target to merge,"{0} {1} não existe, selecione um novo destino para mesclar"
{0} {1} is linked with the following submitted documents: {2},{0} {1} está vinculado aos seguintes documentos enviados: {2}
"{0}, Row {1}","{0}, Linha {1}"
{0}/{1} complete | Please leave this tab open until completion.,{0}/{1} concluído | Deixe esta aba aberta até a finalização.
{0}: '{1}' ({3}) will get truncated, as max characters allowed is {2},"{0}: '{1}' ({3}) será truncado, pois o máximo permitido de caracteres é {2}"
{0}: Cannot set Assign Amend if not Submittable,{0}: Não é possível definir Atribuir Aditivo se não for Enviável
{0}: Cannot set Assign Submit if not Submittable,{0}: Não é possível definir Atribuir Envio se não for Enviável
{0}: Cannot set Import without Create,{0}: Não é possível definir Importar sem Criar
{0}: Cannot set Submit, Cancel, Amend without Write,"{0}: Não é possível definir Enviar, Cancelar e Aditivo sem Gravar"
{0}: Cannot set import as {1} is not importable,{0}: Não é possível definir importação, pois {1} não é importável
{0}: Failed to attach new recurring document. To enable attaching document in the auto repeat notification email, enable {1} in Print Settings,{0}: Falha ao anexar novo documento recorrente. Para habilitar anexo de documento no e-mail de notificação de repetição automática, habilite {1} nas Configurações de Impressão
{0}: Field {1} in row {2} cannot be hidden and mandatory without default,{0}: O campo {1} na linha {2} não pode ficar oculto e obrigatório sem valor padrão
{0}: Field {1} of type {2} cannot be mandatory,{0}: O campo {1} do tipo {2} não pode ser obrigatório
{0}: Fieldname {1} appears multiple times in rows {2},{0}: O nome de campo {1} aparece várias vezes nas linhas {2}
{0}: Fieldtype {1} for {2} cannot be unique,{0}: O tipo de campo {1} para {2} não pode ser único
{0}: No basic permissions set,{0}: Nenhuma permissão básica definida
{0}: Only one rule allowed with the same Role, Level and {1},"{0}: Apenas uma regra é permitida com a mesma Função, Nível e {1}"
{0}: Options must be a valid DocType for field {1} in row {2},{0}: Opções devem ser um DocType válido para o campo {1} na linha {2}
{0}: Options required for Link or Table type field {1} in row {2},{0}: Opções obrigatórias para campo do tipo Link ou Tabela {1} na linha {2}
{0}: Options {1} must be the same as doctype name {2} for the field {3},{0}: A opção {1} deve ser igual ao nome do doctype {2} para o campo {3}
{0}: Other permission rules may also apply,{0}: Outras regras de permissão também podem se aplicar
{0}: Permission at level 0 must be set before higher levels are set,{0}: A permissão no nível 0 deve ser definida antes dos níveis superiores
{0}: You can increase the limit for the field if required via {1},{0}: Você pode aumentar o limite do campo, se necessário, em {1}
{0}: fieldname cannot be set to reserved field {1} in DocType,{0}: fieldname não pode ser definido como campo reservado {1} no DocType
{0}: fieldname cannot be set to reserved keyword {1},{0}: fieldname não pode ser definido como palavra reservada {1}
{0}: {1},{0}: {1}
{0}: {1} is set to state {2},{0}: {1} está definido com o estado {2}
{0}: {1} vs {2},{0}: {1} vs {2}
{1} saved,{1} salvo
{count} cell copied,{count} célula copiada
{count} cells copied,{count} células copiadas
{count} row selected,{count} linha selecionada
{count} rows selected,{count} linhas selecionadas
{{{0}}} is not a valid fieldname pattern. It should be {{field_name}}.,{{{0}}} não é um padrão válido de fieldname. Deve ser {{field_name}}.
{} Invalid python code on line {},{} código Python inválido na linha {}
{} Possibly invalid python code. <br>{},{} possível código Python inválido. <br>{}
{} does not support automated log clearing.,{} não oferece suporte à limpeza automática de logs.
{} field cannot be empty.,o campo {} não pode ficar vazio.
{} has been disabled. It can only be enabled if {} is checked.,{} foi desativado. Só pode ser ativado se {} estiver marcado.
{} is not a valid date string.,{} não é uma string de data válida.
{} not found in PATH! This is required to access the console.,{} não encontrado no PATH! Isso é necessário para acessar o console.
{} not found in PATH! This is required to restore the database.,{} não encontrado no PATH! Isso é necessário para restaurar o banco de dados.
{} not found in PATH! This is required to take a backup.,{} não encontrado no PATH! Isso é necessário para gerar um backup.
