Office 365,Office 365
Official Documentation,Documentação oficial
Offset X,Deslocamento X
Offset Y,Deslocamento Y
Offset must be a non-negative integer,O deslocamento deve ser um inteiro não negativo
Old Password,Senha antiga
Old and new fieldnames are same.,Os nomes de campo antigo e novo são iguais.
Older backups will be automatically deleted,Backups mais antigos serão excluídos automaticamente
Oldest Unscheduled Job,Tarefa não agendada mais antiga
On Hold,Em espera
On Payment Authorization,Na autorização de pagamento
On Payment Charge Processed,No processamento da cobrança de pagamento
On Payment Failed,Na falha de pagamento
On Payment Mandate Acquisition Processed,No processamento da aquisição do mandato de pagamento
On Payment Mandate Charge Processed,No processamento da cobrança do mandato de pagamento
On Payment Paid,No pagamento concluído
"On checking this option, URL will be treated like a jinja template string","Ao marcar esta opção, a URL será tratada como uma string de template Jinja"
On or After,Em ou após
On or Before,Em ou antes
"On {0}, {1} wrote:","Em {0}, {1} escreveu:"
Onboard,Integrar
Onboarding Name,Nome da integração
Onboarding Permission,Permissão de integração
Onboarding Status,Status da integração
Onboarding Step,Etapa da integração
Onboarding Step Map,Mapa de etapas da integração
Onboarding complete,Integração concluída
Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.,Depois de enviados, documentos enviáveis não podem ser alterados. Eles só podem ser Cancelados e Alterados.
Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).,Depois de definir isto, os usuários só poderão acessar documentos (ex.: Post de Blog) onde o vínculo existir (ex.: Blogger).
One Last Step,Um último passo
One Time Password (OTP) Registration Code from {},Código de registro de One Time Password (OTP) de {}
One of,Um de
Only 200 inserts allowed in one request,Apenas 200 inserções são permitidas em uma requisição
Only Administrator can delete Email Queue,Apenas o Administrador pode excluir a fila de e-mail
Only Administrator can edit,Apenas o Administrador pode editar
Only Administrator can save a standard report. Please rename and save.,Apenas o Administrador pode salvar um relatório padrão. Renomeie e salve.
Only Administrator is allowed to use Recorder,Apenas o Administrador tem permissão para usar o Gravador
Only Custom Modules can be renamed.,Apenas módulos personalizados podem ser renomeados.
Only Options allowed for Data field are:,As únicas opções permitidas para o campo Data são:
Only System Managers can make this file public.,Apenas Gestores do Sistema podem tornar este arquivo público.
Only Workspace Manager can edit public workspaces,Apenas o Gerenciador de Área de Trabalho pode editar áreas de trabalho públicas
Only allow System Managers to upload public files,Permitir apenas que Gestores do Sistema façam upload de arquivos públicos
Only allowed to export customizations in developer mode,Só é permitido exportar personalizações no modo de desenvolvedor
Only draft documents can be discarded,Apenas documentos em rascunho podem ser descartados
Only for,Apenas para
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,Apenas campos obrigatórios são necessários para novos registros. Você pode excluir colunas não obrigatórias se desejar.
Only reports of type Report Builder can be deleted,Apenas relatórios do tipo Construtor de Relatórios podem ser excluídos
Only reports of type Report Builder can be edited,Apenas relatórios do tipo Construtor de Relatórios podem ser editados
Only standard DocTypes are allowed to be customized from Customize Form.,Apenas DocTypes padrão podem ser personalizados pelo Personalizar Formulário.
Only the Administrator can delete a standard DocType.,Apenas o Administrador pode excluir um DocType padrão.
Only the assignee can complete this to-do.,Apenas o responsável pode concluir este afazer.
Only {0} emailed reports are allowed per user.,Apenas {0} relatórios enviados por e-mail são permitidos por usuário.
Oops! Something went wrong.,Ops! Algo deu errado.
Open Awesomebar,Abrir Awesomebar
Open Communication,Abrir comunicação
Open Document,Abrir documento
Open Help,Abrir ajuda
Open Link,Abrir link
Open Settings,Abrir configurações
Open Source Applications for the Web,Aplicações de código aberto para a Web
Open Translation,Abrir tradução
Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.,Abra um diálogo com campos obrigatórios para criar um novo registro rapidamente. Deve haver pelo menos um campo obrigatório para exibir no diálogo.
Open console,Abrir console
Open in a new tab,Abrir em nova aba
Open list item,Abrir item da lista
Open reference document,Abrir documento de referência
Open your authentication app on your mobile phone.,Abra seu aplicativo de autenticação no celular.
Open {0},Abrir {0}
OpenID Configuration,Configuração do OpenID
OpenID Configuration fetched successfully!,Configuração do OpenID obtida com sucesso!
OpenLDAP,OpenLDAP
Operation,Operação
Operator must be one of {0},O operador deve ser um entre {0}
Operator {0} requires exactly 2 arguments (left and right operands),O operador {0} requer exatamente 2 argumentos (operandos esquerdo e direito)
Optimize,Otimizar
Optimizing image...,Otimizando imagem...
Option 1,Opção 1
Option 2,Opção 2
Option 3,Opção 3
Option {0} for field {1} is not a child table,A opção {0} para o campo {1} não é uma tabela filha
Optional: Always send to these ids. Each Email Address on a new row,Opcional: sempre enviar para estes IDs. Cada endereço de e-mail em uma nova linha
Options,Opções
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',As opções do campo do tipo "Dynamic Link" devem apontar para outro campo Link com opções como "DocType"
Options for Rating field can range from 3 to 10,As opções para o campo Classificação podem variar de 3 a 10
Options for select. Each option on a new line.,Opções para Select. Cada opção em uma nova linha.
Options for {0} must be set before setting the default value.,As opções de {0} devem ser definidas antes de definir o valor padrão.
Options is required for field {0} of type {1},Opções são obrigatórias para o campo {0} do tipo {1}
Options not set for link field {0},Opções não definidas para o campo link {0}
Orange,Laranja
Order By must be a string,Order By deve ser uma string
Orientation,Orientação
Original,Original
Outgoing (SMTP) Settings,Configurações de saída (SMTP)
Outgoing Settings,Configurações de saída
Outgoing email account not correct,Conta de e-mail de saída incorreta
Outlook.com,Outlook.com
Overview,Visão geral
PATCH,PATCH
PDF Generation in Progress,Geração de PDF em andamento
PDF Generator,Gerador de PDF
PDF Page Height (in mm),Altura da página PDF (em mm)
PDF Page Width (in mm),Largura da página PDF (em mm)
PDF generation failed,Falha na geração de PDF
PDF generation failed because of broken image links,Falha na geração de PDF devido a links de imagem quebrados
PDF generation may not work as expected.,A geração de PDF pode não funcionar como esperado.
PDF printing via "Raw Print" is not supported.,A impressão de PDF via "Raw Print" não é suportada.
PID,PID
POP3 OAuth authentication failed for Email Account {0},Falha na autenticação OAuth POP3 para a conta de e-mail {0}
POST,POST
PUT,PUT
Package,Pacote
Package Import,Importação de pacote
Package Name,Nome do pacote
Package Release,Lançamento do pacote
Page Break,Quebra de página
Page Builder,Construtor de páginas
Page Height (in mm),Altura da página (em mm)
Page Margins,Margens da página
Page Route,Rota da página
Page Shortcuts,Atalhos da página
Page Size,Tamanho da página
Page Title,Título da página
Page Width (in mm),Largura da página (em mm)
Page has expired!,A página expirou!
Page height and width cannot be zero,A altura e a largura da página não podem ser zero
Page not found,Página não encontrada
Page to show on the website|||,Página para mostrar no site|||
Page {0} of {1},Página {0} de {1}
Parameter,Parâmetro
Parent,Pai
Parent DocType,DocType pai
Parent Document Type,Tipo de Documento pai
Parent Document Type is required to create a number card,O Tipo de Documento pai é obrigatório para criar um cartão numérico
Parent Element Selector,Seletor do elemento pai
Parent Field,Campo pai
Parent Field (Tree),Campo pai (árvore)
Parent Field must be a valid fieldname,O campo pai deve ser um nome de campo válido
Parent Icon,Ícone pai
Parent Missing,Pai ausente
Parent Page,Página pai
Parent Table,Tabela pai
Parent document type is required to create a dashboard chart,O tipo de documento pai é obrigatório para criar um gráfico de painel
Parent is the name of the document to which the data will get added to.,Pai é o nome do documento ao qual os dados serão adicionados.
Parent-to-child or child-to-different-child grouping is not allowed.,Não é permitido agrupamento de pai para filho ou de filho para filho diferente.
Parentfield not specified in {0}: {1},Parentfield não especificado em {0}: {1}
"Parenttype, Parent and Parentfield are required to insert a child record","Parenttype, Parent e Parentfield são obrigatórios para inserir um registro filho"
Partial,Parcial
Partial Success,Sucesso parcial
Partially Sent,Enviado parcialmente
Participants,Participantes
Password Reset,Redefinição de senha
Password cannot be filtered,A senha não pode ser filtrada
Password changed successfully.,Senha alterada com sucesso.
Password is required or select Awaiting Password,A senha é obrigatória ou selecione Aguardando Senha
Password is valid. 👍,A senha é válida. 👍
Password missing in Email Account,Senha ausente na Conta de E-mail
Password not found for {0} {1} {2},Senha não encontrada para {0} {1} {2}
Password requirements not met,Os requisitos de senha não foram atendidos
Password reset instructions have been sent to {}'s email,As instruções de redefinição de senha foram enviadas para o e-mail de {}
Password size exceeded the maximum allowed size,Tamanho da senha excedeu o máximo permitido
Password size exceeded the maximum allowed size.,O tamanho da senha excedeu o máximo permitido.
Passwords do not match!,As senhas não coincidem!
Paste,Colar
Patch type {} not found in patches.txt,Tipo de patch {} não encontrado em patches.txt
Path,Caminho
Path to CA Certs File,Caminho para o arquivo de certificados CA
Path {0} is not within module {1},O caminho {0} não está dentro do módulo {1}
Path {0} it not a valid path,O caminho {0} não é um caminho válido
Payload Count,Quantidade de payloads
Peak Memory Usage,Uso máximo de memória
Pending Emails,E-mails pendentes
Pending Verification,Verificação pendente
Percent,Percentual
Period,Período
Permanently Cancel {0}?,Cancelar {0} permanentemente?
Permanently Discard {0}?,Descartar {0} permanentemente?
Permanently Submit {0}?,Enviar {0} permanentemente?
Permanently delete {0}?,Excluir {0} permanentemente?
Permission,Permissão
Permission Error,Erro de permissão
Permission Level,Nível de permissão
Permission Levels,Níveis de permissão
Permission Query,Consulta de permissão
Permission Type,Tipo de permissão
Permission Type '{0}' is reserved. Please choose another name.,O tipo de permissão '{0}' é reservado. Escolha outro nome.
Permissions Error,Erro de permissões
Permissions are automatically applied to Standard Reports and searches.,As permissões são aplicadas automaticamente a relatórios padrão e pesquisas.
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","As permissões são definidas em Perfis e Tipos de Documento (DocTypes) configurando direitos como Ler, Escrever, Criar, Excluir, Enviar, Cancelar, Alterar, Relatório, Importar, Exportar, Imprimir, E-mail e Definir Permissões de Usuário."
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,As permissões em níveis mais altos são permissões de nível de campo. Todos os campos têm um nível de permissão definido e as regras desse nível se aplicam ao campo. Isso é útil quando você deseja ocultar ou tornar determinado campo somente leitura para certos Perfis.
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","As permissões no nível 0 são permissões de nível de documento, ou seja, são primárias para acesso ao documento."
Permissions get applied on Users based on what Roles they are assigned.,As permissões são aplicadas aos Usuários com base nos Perfis atribuídos.
Permitted Documents For User,Documentos permitidos para o usuário
Permitted Roles,Perfis permitidos
Personal Data Deletion Request,Solicitação de exclusão de dados pessoais
Personal Data Deletion Step,Etapa de exclusão de dados pessoais
Personal Data Download Request,Solicitação de download de dados pessoais
Phone No.,Nº de telefone
Phone Number {0} set in field {1} is not valid.,O número de telefone {0} definido no campo {1} não é válido.
Pick Columns,Escolher colunas
Pincode,CEP
Pink,Rosa
Placeholder,Placeholder
Places,Casas
Plain Text,Texto simples
Please Authorize OAuth for Email Account {0},Autorize OAuth para a Conta de E-mail {0}
Please Authorize OAuth for Email Account {},Autorize OAuth para a Conta de E-mail {}
Please Duplicate this Website Theme to customize.,Duplique este tema de site para personalizar.
Please Install the ldap3 library via pip to use ldap functionality.,Instale a biblioteca ldap3 via pip para usar a funcionalidade LDAP.
Please Set Chart,Defina o gráfico
Please Update SMS Settings,Atualize as Configurações de SMS
Please add a subject to your email,Adicione um assunto ao seu e-mail
Please add a valid comment.,Adicione um comentário válido.
Please ask your administrator to verify your sign-up,Peça ao seu administrador para verificar seu cadastro
Please attach a file first.,Anexe um arquivo primeiro.
Please attach an image file to set HTML for Footer.,Anexe um arquivo de imagem para definir o HTML do rodapé.
Please attach an image file to set HTML for Letter Head.,Anexe um arquivo de imagem para definir o HTML do cabeçalho.
Please attach the package,Anexe o pacote
Please check the filter values set for Dashboard Chart: {},Verifique os valores de filtro definidos para o Gráfico do Painel: {}
Please check the value of "Fetch From" set for field {0},Verifique o valor de "Fetch From" definido para o campo {0}
Please check your email for verification,Verifique seu e-mail para confirmação
Please check your email login credentials.,Verifique suas credenciais de login de e-mail.
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,Verifique seu endereço de e-mail cadastrado para instruções de como prosseguir. Não feche esta janela, pois você terá que voltar para ela.
Please click Edit on the Workspace for best results,Clique em Editar na Área de Trabalho para melhores resultados
"Please click on 'Export Errored Rows', fix the errors and import again.","Clique em 'Export Errored Rows', corrija os erros e importe novamente."
Please click on the following link and follow the instructions on the page. {0},Clique no link a seguir e siga as instruções da página. {0}
Please click on the following link to set your new password,Clique no link a seguir para definir sua nova senha
Please confirm your action to {0} this document.,Confirme sua ação de {0} este documento.
